base	type	position	size	tr
жа мш е л	RTR	2	disyllabic	TRUE
ка мш о л	RTR	2	disyllabic	TRUE
 м е шл	RTR	1	monosyllabic	TRUE
 мш о л	RTR	2	monosyllabic	TRUE
зу мш е л	RTR	2	disyllabic	TRUE
 мш о л	RTR	2	monosyllabic	TRUE
 мш о м	RTR	2	monosyllabic	TRUE
ми м о шм	RTR	1	disyllabic	TRUE
ху мш о м	RTR	2	disyllabic	TRUE
 мш е м	RTR	2	monosyllabic	TRUE
ша м е шм	RTR	1	disyllabic	TRUE
 мш о м	RTR	2	monosyllabic	TRUE
 мш е м	RTR	2	monosyllabic	TRUE
 мш е м	RTR	2	monosyllabic	TRUE
жу м е шм	RTR	1	disyllabic	TRUE
 мш о м	RTR	2	monosyllabic	TRUE
 м о шм	RTR	1	monosyllabic	TRUE
пу м о шм	RTR	1	disyllabic	TRUE
пи мш о м	RTR	2	disyllabic	TRUE
 м е шм	RTR	1	monosyllabic	TRUE
 мш о н	RTR	2	monosyllabic	TRUE
ла мш о н	RTR	2	disyllabic	TRUE
зи мш о н	RTR	2	disyllabic	TRUE
 мш о н	RTR	2	monosyllabic	TRUE
би м о шн	RTR	1	disyllabic	TRUE
 мш о н	RTR	2	monosyllabic	TRUE
ру мш е н	RTR	2	disyllabic	TRUE
ка м о шн	RTR	1	disyllabic	TRUE
су мш о н	RTR	2	disyllabic	TRUE
 м е шн	RTR	1	monosyllabic	TRUE
ки м о шн	RTR	1	disyllabic	TRUE
та м о шр	RTR	1	disyllabic	TRUE
 м о шр	RTR	1	monosyllabic	TRUE
шу м е шр	RTR	1	disyllabic	TRUE
бу мш о р	RTR	2	disyllabic	TRUE
 м е шр	RTR	1	monosyllabic	TRUE
си мш о р	RTR	2	disyllabic	TRUE
лу м о шр	RTR	1	disyllabic	TRUE
ки мш о р	RTR	2	disyllabic	TRUE
зи м е шр	RTR	1	disyllabic	TRUE
ма мш е р	RTR	2	disyllabic	TRUE
бу м о шр	RTR	1	disyllabic	TRUE
 м о шр	RTR	1	monosyllabic	TRUE
ша м о шр	RTR	1	disyllabic	TRUE
 мш е р	RTR	2	monosyllabic	TRUE
 мш о р	RTR	2	monosyllabic	TRUE
ху мш е р	RTR	2	disyllabic	TRUE
 м о шр	RTR	1	monosyllabic	TRUE
 мш о р	RTR	2	monosyllabic	TRUE
жа н е б	RT	0	disyllabic	FALSE
ки н е б	RT	0	disyllabic	FALSE
 н о б	RT	0	monosyllabic	FALSE
 н е б	RT	0	monosyllabic	FALSE
та н е б	RT	0	disyllabic	FALSE
 н е б	RT	0	monosyllabic	FALSE
бу н о б	RT	0	disyllabic	FALSE
зу н е б	RT	0	disyllabic	FALSE
 н о б	RT	0	monosyllabic	FALSE
 н о б	RT	0	monosyllabic	FALSE
 н е б	RT	0	monosyllabic	FALSE
ру н е б	RT	0	disyllabic	FALSE
 н е б	RT	0	monosyllabic	FALSE
ри н о б	RT	0	disyllabic	FALSE
 н о б	RT	0	monosyllabic	FALSE
 н е б	RT	0	monosyllabic	FALSE
му н о б	RT	0	disyllabic	FALSE
ра н о б	RT	0	disyllabic	FALSE
ра н о б	RT	0	disyllabic	FALSE
 нб е в	RTR	2	monosyllabic	TRUE
шу нб о в	RTR	2	disyllabic	TRUE
 нб е в	RTR	2	monosyllabic	TRUE
 н о бв	RTR	1	monosyllabic	TRUE
 н о бв	RTR	1	monosyllabic	TRUE
 нб о в	RTR	2	monosyllabic	TRUE
ту нб е в	RTR	2	disyllabic	TRUE
 н е бв	RTR	1	monosyllabic	TRUE
 н о бв	RTR	1	monosyllabic	TRUE
 н о бв	RTR	1	monosyllabic	TRUE
 нб о в	RTR	2	monosyllabic	TRUE
си н о бв	RTR	1	disyllabic	TRUE
 нб е в	RTR	2	monosyllabic	TRUE
ту н о бв	RTR	1	disyllabic	TRUE
 н е бв	RTR	1	monosyllabic	TRUE
ку нб е в	RTR	2	disyllabic	TRUE
ша н е бв	RTR	1	disyllabic	TRUE
 н о бв	RTR	1	monosyllabic	TRUE
ша н е г	RT	0	disyllabic	FALSE
 н е г	RT	0	monosyllabic	FALSE
жи н е г	RT	0	disyllabic	FALSE
ну н е г	RT	0	disyllabic	FALSE
ну н о г	RT	0	disyllabic	FALSE
ба н е г	RT	0	disyllabic	FALSE
жу н о г	RT	0	disyllabic	FALSE
 н е г	RT	0	monosyllabic	FALSE
 н е г	RT	0	monosyllabic	FALSE
ти н е г	RT	0	disyllabic	FALSE
 н е г	RT	0	monosyllabic	FALSE
 н о г	RT	0	monosyllabic	FALSE
 н о г	RT	0	monosyllabic	FALSE
си н е г	RT	0	disyllabic	FALSE
 н е г	RT	0	monosyllabic	FALSE
ма н е г	RT	0	disyllabic	FALSE
 н о гв	RTR	1	monosyllabic	TRUE
 н е гв	RTR	1	monosyllabic	TRUE
жу нг е в	RTR	2	disyllabic	TRUE
 нг о в	RTR	2	monosyllabic	TRUE
ги н е гв	RTR	1	disyllabic	TRUE
 нг о в	RTR	2	monosyllabic	TRUE
 н о гв	RTR	1	monosyllabic	TRUE
 н о гв	RTR	1	monosyllabic	TRUE
ба нг е в	RTR	2	disyllabic	TRUE
 нг е в	RTR	2	monosyllabic	TRUE
ну н е гв	RTR	1	disyllabic	TRUE
ли нг е в	RTR	2	disyllabic	TRUE
ну н е гв	RTR	1	disyllabic	TRUE
ху нг е в	RTR	2	disyllabic	TRUE
ки нг о в	RTR	2	disyllabic	TRUE
 нг е в	RTR	2	monosyllabic	TRUE
 н е гв	RTR	1	monosyllabic	TRUE
 н е гв	RTR	1	monosyllabic	TRUE
 нг о м	RTR	2	monosyllabic	TRUE
 нг е м	RTR	2	monosyllabic	TRUE
жи н е гм	RTR	1	disyllabic	TRUE
 н о гм	RTR	1	monosyllabic	TRUE
 н е гм	RTR	1	monosyllabic	TRUE
гу н о гм	RTR	1	disyllabic	TRUE
 нг е м	RTR	2	monosyllabic	TRUE
лу н е гм	RTR	1	disyllabic	TRUE
ми н о гм	RTR	1	disyllabic	TRUE
 нг о м	RTR	2	monosyllabic	TRUE
 нг о м	RTR	2	monosyllabic	TRUE
га нг е м	RTR	2	disyllabic	TRUE
 нг о м	RTR	2	monosyllabic	TRUE
ли н е гм	RTR	1	disyllabic	TRUE
 н о д	RT	0	monosyllabic	FALSE
му н е д	RT	0	disyllabic	FALSE
 н е д	RT	0	monosyllabic	FALSE
ки н е д	RT	0	disyllabic	FALSE
 н о д	RT	0	monosyllabic	FALSE
су н е д	RT	0	disyllabic	FALSE
 н о д	RT	0	monosyllabic	FALSE
ти н о д	RT	0	disyllabic	FALSE
 н о д	RT	0	monosyllabic	FALSE
зу н о д	RT	0	disyllabic	FALSE
 н о д	RT	0	monosyllabic	FALSE
 н е д	RT	0	monosyllabic	FALSE
 н о д	RT	0	monosyllabic	FALSE
ша н о д	RT	0	disyllabic	FALSE
 н е д	RT	0	monosyllabic	FALSE
си н е д	RT	0	disyllabic	FALSE
ма нд о в	RTR	2	disyllabic	TRUE
ла нд е в	RTR	2	disyllabic	TRUE
 нд о в	RTR	2	monosyllabic	TRUE
 н е дв	RTR	1	monosyllabic	TRUE
ги н о дв	RTR	1	disyllabic	TRUE
ри нд е в	RTR	2	disyllabic	TRUE
жи нд о в	RTR	2	disyllabic	TRUE
ку н о дв	RTR	1	disyllabic	TRUE
 н о дв	RTR	1	monosyllabic	TRUE
 н о дв	RTR	1	monosyllabic	TRUE
хи нд о в	RTR	2	disyllabic	TRUE
би н е дв	RTR	1	disyllabic	TRUE
ха н о дв	RTR	1	disyllabic	TRUE
 нд о р	RTR	2	monosyllabic	TRUE
 н е др	RTR	1	monosyllabic	TRUE
 н е др	RTR	1	monosyllabic	TRUE
би н о др	RTR	1	disyllabic	TRUE
 нд е р	RTR	2	monosyllabic	TRUE
 нд о р	RTR	2	monosyllabic	TRUE
га нд е р	RTR	2	disyllabic	TRUE
шу н е др	RTR	1	disyllabic	TRUE
 н о др	RTR	1	monosyllabic	TRUE
 нд о р	RTR	2	monosyllabic	TRUE
ги нд о р	RTR	2	disyllabic	TRUE
 нд е р	RTR	2	monosyllabic	TRUE
 н о др	RTR	1	monosyllabic	TRUE
пу нд о р	RTR	2	disyllabic	TRUE
 н е др	RTR	1	monosyllabic	TRUE
гу н о др	RTR	1	disyllabic	TRUE
 нд о р	RTR	2	monosyllabic	TRUE
 н о з	RT	0	monosyllabic	FALSE
хи н о з	RT	0	disyllabic	FALSE
зу н о з	RT	0	disyllabic	FALSE
 н е з	RT	0	monosyllabic	FALSE
 н о з	RT	0	monosyllabic	FALSE
 н е з	RT	0	monosyllabic	FALSE
ба н е з	RT	0	disyllabic	FALSE
 н о з	RT	0	monosyllabic	FALSE
 н о з	RT	0	monosyllabic	FALSE
зи н е з	RT	0	disyllabic	FALSE
жа н е з	RT	0	disyllabic	FALSE
 н о з	RT	0	monosyllabic	FALSE
 н о з	RT	0	monosyllabic	FALSE
ша н о з	RT	0	disyllabic	FALSE
 н е з	RT	0	monosyllabic	FALSE
жи н о з	RT	0	disyllabic	FALSE
 н о з	RT	0	monosyllabic	FALSE
ки нз о м	RTR	2	disyllabic	TRUE
ху н е зм	RTR	1	disyllabic	TRUE
 нз е м	RTR	2	monosyllabic	TRUE
 н е зм	RTR	1	monosyllabic	TRUE
хи н о зм	RTR	1	disyllabic	TRUE
 н е зм	RTR	1	monosyllabic	TRUE
 нз о м	RTR	2	monosyllabic	TRUE
жу н о зм	RTR	1	disyllabic	TRUE
 нз е м	RTR	2	monosyllabic	TRUE
 н е зм	RTR	1	monosyllabic	TRUE
ту нз е м	RTR	2	disyllabic	TRUE
га н е зм	RTR	1	disyllabic	TRUE
 нз е м	RTR	2	monosyllabic	TRUE
 н е зм	RTR	1	monosyllabic	TRUE
 н е зм	RTR	1	monosyllabic	TRUE
 н е зм	RTR	1	monosyllabic	TRUE
ги н е зн	RTR	1	disyllabic	TRUE
жу нз е н	RTR	2	disyllabic	TRUE
 нз е н	RTR	2	monosyllabic	TRUE
 н о зн	RTR	1	monosyllabic	TRUE
га нз о н	RTR	2	disyllabic	TRUE
 нз о н	RTR	2	monosyllabic	TRUE
зи н о зн	RTR	1	disyllabic	TRUE
 нз е р	RTR	2	monosyllabic	TRUE
ми нз о р	RTR	2	disyllabic	TRUE
 н о зр	RTR	1	monosyllabic	TRUE
ту нз е р	RTR	2	disyllabic	TRUE
ша нз о р	RTR	2	disyllabic	TRUE
 н е зр	RTR	1	monosyllabic	TRUE
 нз о р	RTR	2	monosyllabic	TRUE
зу н е зр	RTR	1	disyllabic	TRUE
 нз о р	RTR	2	monosyllabic	TRUE
ра нз о р	RTR	2	disyllabic	TRUE
ши нз о р	RTR	2	disyllabic	TRUE
ка н о зр	RTR	1	disyllabic	TRUE
 нз е р	RTR	2	monosyllabic	TRUE
ха нз о р	RTR	2	disyllabic	TRUE
 нз о р	RTR	2	monosyllabic	TRUE
ха н о п	RT	0	disyllabic	FALSE
жу н о п	RT	0	disyllabic	FALSE
ру н о п	RT	0	disyllabic	FALSE
ри н е п	RT	0	disyllabic	FALSE
ша н е п	RT	0	disyllabic	FALSE
 н о п	RT	0	monosyllabic	FALSE
 н е п	RT	0	monosyllabic	FALSE
ту н е п	RT	0	disyllabic	FALSE
 н о п	RT	0	monosyllabic	FALSE
 н о п	RT	0	monosyllabic	FALSE
 н о п	RT	0	monosyllabic	FALSE
 н о п	RT	0	monosyllabic	FALSE
ми н о п	RT	0	disyllabic	FALSE
ла н о п	RT	0	disyllabic	FALSE
 н е п	RT	0	monosyllabic	FALSE
си н е п	RT	0	disyllabic	FALSE
ба н е п	RT	0	disyllabic	FALSE
бу нп о в	RTR	2	disyllabic	TRUE
 н о пв	RTR	1	monosyllabic	TRUE
 нп е в	RTR	2	monosyllabic	TRUE
ми н е пв	RTR	1	disyllabic	TRUE
 н о пв	RTR	1	monosyllabic	TRUE
 н е пв	RTR	1	monosyllabic	TRUE
 н о пв	RTR	1	monosyllabic	TRUE
ха н е пв	RTR	1	disyllabic	TRUE
ма нп о в	RTR	2	disyllabic	TRUE
 нп о в	RTR	2	monosyllabic	TRUE
су нп е в	RTR	2	disyllabic	TRUE
 н о пв	RTR	1	monosyllabic	TRUE
ру н е пв	RTR	1	disyllabic	TRUE
ли н о пв	RTR	1	disyllabic	TRUE
ша н е пв	RTR	1	disyllabic	TRUE
пи нп е в	RTR	2	disyllabic	TRUE
 н о пв	RTR	1	monosyllabic	TRUE
 нп о в	RTR	2	monosyllabic	TRUE
 н о пм	RTR	1	monosyllabic	TRUE
ху нп е м	RTR	2	disyllabic	TRUE
би н е пм	RTR	1	disyllabic	TRUE
 нп е м	RTR	2	monosyllabic	TRUE
 н е пм	RTR	1	monosyllabic	TRUE
 н о пм	RTR	1	monosyllabic	TRUE
 нп е м	RTR	2	monosyllabic	TRUE
пи н о пм	RTR	1	disyllabic	TRUE
ма нп о м	RTR	2	disyllabic	TRUE
ша н о пм	RTR	1	disyllabic	TRUE
 н е пм	RTR	1	monosyllabic	TRUE
ба нп о м	RTR	2	disyllabic	TRUE
 н е пм	RTR	1	monosyllabic	TRUE
 н е пм	RTR	1	monosyllabic	TRUE
шу нп е м	RTR	2	disyllabic	TRUE
ши н о пм	RTR	1	disyllabic	TRUE
гу н е пм	RTR	1	disyllabic	TRUE
ла нп о м	RTR	2	disyllabic	TRUE
 нп е м	RTR	2	monosyllabic	TRUE
му н о пм	RTR	1	disyllabic	TRUE
му нп е м	RTR	2	disyllabic	TRUE
 н о пм	RTR	1	monosyllabic	TRUE
би н е пм	RTR	1	disyllabic	TRUE
 н о пм	RTR	1	monosyllabic	TRUE
 н о пр	RTR	1	monosyllabic	TRUE
 н о пр	RTR	1	monosyllabic	TRUE
гу н о пр	RTR	1	disyllabic	TRUE
 н е пр	RTR	1	monosyllabic	TRUE
 нп е р	RTR	2	monosyllabic	TRUE
 н е пр	RTR	1	monosyllabic	TRUE
ха нп о р	RTR	2	disyllabic	TRUE
 нп о р	RTR	2	monosyllabic	TRUE
 н о пр	RTR	1	monosyllabic	TRUE
ти н о пр	RTR	1	disyllabic	TRUE
га нп е р	RTR	2	disyllabic	TRUE
 н о пр	RTR	1	monosyllabic	TRUE
би нп е р	RTR	2	disyllabic	TRUE
 н о пр	RTR	1	monosyllabic	TRUE
 нп е р	RTR	2	monosyllabic	TRUE
ша н о пр	RTR	1	disyllabic	TRUE
ру нп о р	RTR	2	disyllabic	TRUE
жа нп е р	RTR	2	disyllabic	TRUE
ки н о пр	RTR	1	disyllabic	TRUE
ху н е р	RR	0	disyllabic	FALSE
ши н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
ту н е р	RR	0	disyllabic	FALSE
ри н о р	RR	0	disyllabic	FALSE
ла н е р	RR	0	disyllabic	FALSE
си н о р	RR	0	disyllabic	FALSE
ху н е р	RR	0	disyllabic	FALSE
ру н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
би н е р	RR	0	disyllabic	FALSE
би н о р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
ба н е р	RR	0	disyllabic	FALSE
му н е р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
ха н о р	RR	0	disyllabic	FALSE
ки н е р	RR	0	disyllabic	FALSE
лу н е р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
пи н е р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
ку н е р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
бу н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
ра н о р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
ла н е р	RR	0	disyllabic	FALSE
ха н о р	RR	0	disyllabic	FALSE
ку н е р	RR	0	disyllabic	FALSE
ла н о р	RR	0	disyllabic	FALSE
ти н о р	RR	0	disyllabic	FALSE
га н е р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
су н о р	RR	0	disyllabic	FALSE
су н о р	RR	0	disyllabic	FALSE
га н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
та н е р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
би н о р	RR	0	disyllabic	FALSE
ру н е р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
ма н о р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
ку н о р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
зу н о р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
жа н о р	RR	0	disyllabic	FALSE
пи н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
жи н о р	RR	0	disyllabic	FALSE
та н о р	RR	0	disyllabic	FALSE
зу н е р	RR	0	disyllabic	FALSE
ма н о р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
ху н о р	RR	0	disyllabic	FALSE
га н е р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
зу н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
ми н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
шу н е р	RR	0	disyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
зу н е р	RR	0	disyllabic	FALSE
ма н о р	RR	0	disyllabic	FALSE
ша н о р	RR	0	disyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
 н о р	RR	0	monosyllabic	FALSE
 н е р	RR	0	monosyllabic	FALSE
ши н о р	RR	0	disyllabic	FALSE
ма н е р	RR	0	disyllabic	FALSE
 н е х	RT	0	monosyllabic	FALSE
 н е х	RT	0	monosyllabic	FALSE
 н о х	RT	0	monosyllabic	FALSE
ки н е х	RT	0	disyllabic	FALSE
 н о х	RT	0	monosyllabic	FALSE
 н е х	RT	0	monosyllabic	FALSE
зи н о х	RT	0	disyllabic	FALSE
 н о х	RT	0	monosyllabic	FALSE
 н е х	RT	0	monosyllabic	FALSE
пи н о х	RT	0	disyllabic	FALSE
си н о х	RT	0	disyllabic	FALSE
 н о х	RT	0	monosyllabic	FALSE
та н е х	RT	0	disyllabic	FALSE
 н е х	RT	0	monosyllabic	FALSE
ши н е х	RT	0	disyllabic	FALSE
му н е х	RT	0	disyllabic	FALSE
 н е х	RT	0	monosyllabic	FALSE
зу н е х	RT	0	disyllabic	FALSE
ну н е х	RT	0	disyllabic	FALSE
ра н е х	RT	0	disyllabic	FALSE
 н о хв	RTR	1	monosyllabic	TRUE
 нх о в	RTR	2	monosyllabic	TRUE
зи нх о в	RTR	2	disyllabic	TRUE
га нх о в	RTR	2	disyllabic	TRUE
су нх о в	RTR	2	disyllabic	TRUE
ку нх о в	RTR	2	disyllabic	TRUE
пу нх е в	RTR	2	disyllabic	TRUE
 нх е в	RTR	2	monosyllabic	TRUE
 н о хв	RTR	1	monosyllabic	TRUE
 н е хв	RTR	1	monosyllabic	TRUE
пи н е хв	RTR	1	disyllabic	TRUE
 нх о в	RTR	2	monosyllabic	TRUE
жи нх е в	RTR	2	disyllabic	TRUE
 нх е в	RTR	2	monosyllabic	TRUE
 нх о в	RTR	2	monosyllabic	TRUE
та н о хл	RTR	1	disyllabic	TRUE
 нх о л	RTR	2	monosyllabic	TRUE
 н е хл	RTR	1	monosyllabic	TRUE
 н е хл	RTR	1	monosyllabic	TRUE
ша н о хл	RTR	1	disyllabic	TRUE
хи н о хл	RTR	1	disyllabic	TRUE
зи нх о л	RTR	2	disyllabic	TRUE
га нх о л	RTR	2	disyllabic	TRUE
 н е хл	RTR	1	monosyllabic	TRUE
пи н о хл	RTR	1	disyllabic	TRUE
ра н о хл	RTR	1	disyllabic	TRUE
 н о хл	RTR	1	monosyllabic	TRUE
ху н о хм	RTR	1	disyllabic	TRUE
 нх е м	RTR	2	monosyllabic	TRUE
 нх о м	RTR	2	monosyllabic	TRUE
 н о хм	RTR	1	monosyllabic	TRUE
шу нх е м	RTR	2	disyllabic	TRUE
ту нх е м	RTR	2	disyllabic	TRUE
зу н о хм	RTR	1	disyllabic	TRUE
 н о хм	RTR	1	monosyllabic	TRUE
 нх е м	RTR	2	monosyllabic	TRUE
 н о хм	RTR	1	monosyllabic	TRUE
су н е хм	RTR	1	disyllabic	TRUE
су н е хм	RTR	1	disyllabic	TRUE
лу н е хм	RTR	1	disyllabic	TRUE
 н е хм	RTR	1	monosyllabic	TRUE
 нх о м	RTR	2	monosyllabic	TRUE
ра нх е м	RTR	2	disyllabic	TRUE
 н е хм	RTR	1	monosyllabic	TRUE
лу н о хм	RTR	1	disyllabic	TRUE
си н е хм	RTR	1	disyllabic	TRUE
 н е ш	RT	0	monosyllabic	FALSE
 н е ш	RT	0	monosyllabic	FALSE
ру н о ш	RT	0	disyllabic	FALSE
 н о ш	RT	0	monosyllabic	FALSE
 н о ш	RT	0	monosyllabic	FALSE
жу н е ш	RT	0	disyllabic	FALSE
 н о ш	RT	0	monosyllabic	FALSE
 н е ш	RT	0	monosyllabic	FALSE
ту н о ш	RT	0	disyllabic	FALSE
хи н е ш	RT	0	disyllabic	FALSE
 н е ш	RT	0	monosyllabic	FALSE
 н е ш	RT	0	monosyllabic	FALSE
 н е ш	RT	0	monosyllabic	FALSE
 н о ш	RT	0	monosyllabic	FALSE
 н о ш	RT	0	monosyllabic	FALSE
зи нш о л	RTR	2	disyllabic	TRUE
 нш е л	RTR	2	monosyllabic	TRUE
 нш о л	RTR	2	monosyllabic	TRUE
жи н о шл	RTR	1	disyllabic	TRUE
бу нш о л	RTR	2	disyllabic	TRUE
си н е шл	RTR	1	disyllabic	TRUE
си н о шл	RTR	1	disyllabic	TRUE
 н о шл	RTR	1	monosyllabic	TRUE
 н о шм	RTR	1	monosyllabic	TRUE
ка н о шм	RTR	1	disyllabic	TRUE
ту н о шм	RTR	1	disyllabic	TRUE
 нш е м	RTR	2	monosyllabic	TRUE
 нш о м	RTR	2	monosyllabic	TRUE
 н о шм	RTR	1	monosyllabic	TRUE
жу н о шм	RTR	1	disyllabic	TRUE
ру нш о м	RTR	2	disyllabic	TRUE
ли нш о м	RTR	2	disyllabic	TRUE
 н о шм	RTR	1	monosyllabic	TRUE
 нш о м	RTR	2	monosyllabic	TRUE
жи нш о м	RTR	2	disyllabic	TRUE
ха н е шм	RTR	1	disyllabic	TRUE
 нш е м	RTR	2	monosyllabic	TRUE
 нш е м	RTR	2	monosyllabic	TRUE
 н е шм	RTR	1	monosyllabic	TRUE
шу н е шм	RTR	1	disyllabic	TRUE
ма нш е н	RTR	2	disyllabic	TRUE
 нш е н	RTR	2	monosyllabic	TRUE
 н о шн	RTR	1	monosyllabic	TRUE
си н о шн	RTR	1	disyllabic	TRUE
жа н о шн	RTR	1	disyllabic	TRUE
 н е шн	RTR	1	monosyllabic	TRUE
ра н о шн	RTR	1	disyllabic	TRUE
ху нш е н	RTR	2	disyllabic	TRUE
 нш о н	RTR	2	monosyllabic	TRUE
 нш е н	RTR	2	monosyllabic	TRUE
пи н е шн	RTR	1	disyllabic	TRUE
пу нш е н	RTR	2	disyllabic	TRUE
ти н е шн	RTR	1	disyllabic	TRUE
ру н о шн	RTR	1	disyllabic	TRUE
би н е шн	RTR	1	disyllabic	TRUE
 нш е н	RTR	2	monosyllabic	TRUE
 нш о р	RTR	2	monosyllabic	TRUE
 н о шр	RTR	1	monosyllabic	TRUE
 н о шр	RTR	1	monosyllabic	TRUE
 нш е р	RTR	2	monosyllabic	TRUE
ру нш о р	RTR	2	disyllabic	TRUE
 н е шр	RTR	1	monosyllabic	TRUE
ли нш е р	RTR	2	disyllabic	TRUE
су нш о р	RTR	2	disyllabic	TRUE
 нш е р	RTR	2	monosyllabic	TRUE
 нш е р	RTR	2	monosyllabic	TRUE
жи н о шр	RTR	1	disyllabic	TRUE
 нш о р	RTR	2	monosyllabic	TRUE
хи н е шр	RTR	1	disyllabic	TRUE
 нш е р	RTR	2	monosyllabic	TRUE
 нш е р	RTR	2	monosyllabic	TRUE
 н е шр	RTR	1	monosyllabic	TRUE
га п о в	TR	0	disyllabic	TRUE
 п е в	TR	0	monosyllabic	TRUE
 п е в	TR	0	monosyllabic	TRUE
ша п е в	TR	0	disyllabic	TRUE
пу п е в	TR	0	disyllabic	TRUE
жи п е в	TR	0	disyllabic	TRUE
 п о в	TR	0	monosyllabic	TRUE
ту п е в	TR	0	disyllabic	TRUE
жи п о в	TR	0	disyllabic	TRUE
ра п о в	TR	0	disyllabic	TRUE
 п е в	TR	0	monosyllabic	TRUE
шу п о в	TR	0	disyllabic	TRUE
ру п е в	TR	0	disyllabic	TRUE
лу п е в	TR	0	disyllabic	TRUE
жи п е м	TR	0	disyllabic	TRUE
 п е м	TR	0	monosyllabic	TRUE
би п е м	TR	0	disyllabic	TRUE
 п о м	TR	0	monosyllabic	TRUE
 п о м	TR	0	monosyllabic	TRUE
 п о м	TR	0	monosyllabic	TRUE
су п о м	TR	0	disyllabic	TRUE
 п о м	TR	0	monosyllabic	TRUE
 п е м	TR	0	monosyllabic	TRUE
 п о м	TR	0	monosyllabic	TRUE
си п о м	TR	0	disyllabic	TRUE
хи п е м	TR	0	disyllabic	TRUE
 п е м	TR	0	monosyllabic	TRUE
би п е м	TR	0	disyllabic	TRUE
 п о м	TR	0	monosyllabic	TRUE
зи п о м	TR	0	disyllabic	TRUE
би п о м	TR	0	disyllabic	TRUE
су п е мв	TRR	1	disyllabic	FALSE
бу п о мв	TRR	1	disyllabic	FALSE
 п о мв	TRR	1	monosyllabic	FALSE
 пм е в	TRR	2	monosyllabic	FALSE
 п е мв	TRR	1	monosyllabic	FALSE
пи пм е в	TRR	2	disyllabic	FALSE
 п е мв	TRR	1	monosyllabic	FALSE
 пм е в	TRR	2	monosyllabic	FALSE
 п е мв	TRR	1	monosyllabic	FALSE
ри п е мв	TRR	1	disyllabic	FALSE
гу п е мв	TRR	1	disyllabic	FALSE
ру пм о в	TRR	2	disyllabic	FALSE
 п о мв	TRR	1	monosyllabic	FALSE
жу п е мв	TRR	1	disyllabic	FALSE
му пм е в	TRR	2	disyllabic	FALSE
 п о мв	TRR	1	monosyllabic	FALSE
 пм о в	TRR	2	monosyllabic	FALSE
ха пм о в	TRR	2	disyllabic	FALSE
га пм е в	TRR	2	disyllabic	FALSE
ла пм е в	TRR	2	disyllabic	FALSE
 пм е в	TRR	2	monosyllabic	FALSE
жи п о мв	TRR	1	disyllabic	FALSE
 пм е в	TRR	2	monosyllabic	FALSE
 п о мв	TRR	1	monosyllabic	FALSE
 пм о в	TRR	2	monosyllabic	FALSE
 п е мв	TRR	1	monosyllabic	FALSE
га пм о в	TRR	2	disyllabic	FALSE
шу п е мв	TRR	1	disyllabic	FALSE
 п е мв	TRR	1	monosyllabic	FALSE
 пм е в	TRR	2	monosyllabic	FALSE
ру п о мв	TRR	1	disyllabic	FALSE
